%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%                                                           %%%%%%
%%%%%%               Turbulent Plane Couette flow                %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%                                                           %%%%%%
%%%%%%      Supported by the German Science Foundation (DFG)     %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                      2013 - 2014                          %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                Chair of Fluid Dynamics                    %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%         Department of Mechanical Engineering,             %%%%%%
%%%%%%            Technische Unversitaet Darmstadt,              %%%%%%
%%%%%%      Otto-Berndt-Str. 2, 64287 Darmstadt, Germany         %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                           &                               %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                 CMT Motores Termicos                      %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%          Universitat Politecnica de Valencia,             %%%%%%
%%%%%%       Camino de Vera, s/n 46022 Valencia, Spain           %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%


%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%%%%                                                           %%%%%%
%%%%%%                     <<< CAUTION >>>                       %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%  All rights are reserved by the Chair of Fluid Dynamics.  %%%%%%
%%%%%%  No part of the data described herein may be represented  %%%%%%
%%%%%%  without reference. The data base may be used without     %%%%%%
%%%%%%  notification to the author's laboratory.                 %%%%%%
%%%%%%                                                           %%%%%%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%                                                                   %%
%%  REFERENCES:                                                      %%
%%   V. Avsarkisov, S. Hoyas, M. Oberlack, J.P.G. Galache (2014):    %%
%%   "Turbulent Plane Couette flow at moderately high Reynolds       %%
%%   number", J. Fluid Mech., vol. 751, R1, doi:10.1017/jfm.2014.323 %%
%%                                                                   %%
%%                                                                   %%
%%  NOMENCLATURE:                                                    %%
%%   x = streamwise coordinate                                       %%
%%   y = wall-normal coordinate                                      %%
%%   z = spanwise coordinate                                         %%
%%   h = channel half-width                                          %%
%%   U = mean streamwise velocity                                    %%
%%   Uw = moving wall velocity                                       %%
%%   utau = friction velocity                                        %%
%%   nu = kinematic viscosity                                        %%
%%   Retau = Reynolds number utau*h/nu                               %%
%%   Rew = Reynolds number Uw*h/nu                                   %%
%%   u',v',w' = rms values of streamwise, wall-normal and spanwise   %%
%%              velocity fluctuations                                %%
%%   om_x', om_y', om_z' = rms values of streamwise, wall-normal     %%
%%                         and spanwise vorticity fluctuations       %%
%%   uv', uw', vw' = Reynolds shear stresses                         %%
%%   epsilon = dissipation                                           %%
%%   uuw', wwv', vvv' = triple correlations                          %%
%%   dU/dy = viscous stress                                          %%
%%   (.)+ = normalized by utau and nu                                %%
%%                                                                   %%
%%                                                                   %%
%%  BOX SIZE (x,y,z): 20pi|2|6pi                                     %%
%%  MESH NUMBER (x,y,z): 1296|251|768                                %%
%%  FLOW CONDITIONS:  Retau = 180 (Rew=6300)                         %%
%%                     utau = 0.05065561                             %%
%%                       Uw = 1.7974                                 %%
%%                                                                   %%
%%  NUMERICAL METHOD:                                                %%
%%   Kim, Moin & Moser, 1987, J. Fluid Mech. vol 177, 133-166        %%
%%                                                                   %%
%%  Data file created: June 29, 2015                                 %%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%  y/h             y+               U+             u'+             v'+            w'+            om_x'+          om_y'+          om_z'+           uv'+            uw'+            vw'+          epsilon+          uuv'+          wwv'+            vvv'+         dU/dy+
%%------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.28514151	0.00000000	0.43169255	0.00000000	0.00000000	0.00000000	0.26766773	0.00000000	0.00000000	0.00000000	0.99948560
0.00167326	0.29665998	0.29650957	0.12762477	0.00111255	0.08147701	0.26466571	0.00929246	0.42906623	-0.00002944	-0.00000379	0.00000006	0.25439430	-0.00000871	0.00000054	0.00000000	0.99947166
0.00355480	0.63024740	0.62988748	0.27030151	0.00477084	0.16617081	0.24399681	0.01975160	0.42716007	-0.00029018	-0.00002289	0.00000056	0.24299545	-0.00017942	0.00001168	0.00000003	0.99920889
0.00563844	0.99966539	0.99887411	0.42742454	0.01134762	0.25218472	0.22336727	0.03133438	0.42550095	-0.00118593	-0.00007305	0.00000221	0.23317809	-0.00113963	0.00007444	0.00000039	0.99831925
0.00791831	1.40387420	1.40201630	0.59812972	0.02106691	0.33782631	0.20326272	0.04395809	0.42325783	-0.00334121	-0.00017567	0.00000607	0.22439655	-0.00438140	0.00028026	0.00000216	0.99616374
0.01038885	1.84188690	1.83749750	0.78100349	0.03400731	0.42164891	0.18433217	0.05747711	0.41941706	-0.00760363	-0.00035714	0.00001349	0.21594324	-0.01255329	0.00077835	0.00000779	0.99189987
0.01304478	2.31276930	2.30295100	0.97384040	0.05011755	0.50248094	0.16741464	0.07166939	0.41301563	-0.01499023	-0.00064646	0.00002605	0.20716239	-0.02935123	0.00176595	0.00002072	0.98451303
0.01588111	2.81563490	2.79528460	1.17352500	0.06924015	0.57944545	0.15344450	0.08624115	0.40347295	-0.02657249	-0.00107093	0.00004552	0.19771515	-0.05876567	0.00346320	0.00004340	0.97293203
0.01889308	3.34964160	3.31057170	1.37612310	0.09113906	0.65196654	0.14323747	0.10085094	0.39080720	-0.04331706	-0.00165025	0.00007361	0.18771865	-0.10376348	0.00607831	0.00007296	0.95618969
0.02207617	3.91398720	3.84404430	1.57717400	0.11552744	0.71975206	0.13721394	0.11514433	0.37566918	-0.06591996	-0.00239109	0.00011184	0.17770302	-0.16486863	0.00977146	0.00009490	0.93358657
0.02542607	4.50790630	4.39021350	1.77211430	0.14209247	0.78275970	0.13520208	0.12878895	0.35917542	-0.09467653	-0.00328395	0.00016123	0.16839869	-0.23925726	0.01462556	0.00007580	0.90482772
0.02893867	5.13067080	4.94310580	1.95672090	0.17051548	0.84114236	0.13648139	0.14150220	0.34261790	-0.12941962	-0.00430343	0.00022217	0.16046980	-0.32079193	0.02063038	-0.00004272	0.87008306
0.03261005	5.78158680	5.49657570	2.12747390	0.20048606	0.89518187	0.14004921	0.15306818	0.32714932	-0.16953565	-0.00541123	0.00029429	0.15430943	-0.40101110	0.02768118	-0.00034642	0.82996547
0.03643647	6.45999140	6.04464410	2.28178260	0.23171058	0.94522761	0.14492081	0.16334392	0.31354946	-0.21404863	-0.00656065	0.00037651	0.14996675	-0.47071742	0.03559146	-0.00094532	0.78545073
0.04041437	7.16525150	6.58181350	2.41806300	0.26391590	0.99164238	0.15030877	0.17225695	0.30212910	-0.26174661	-0.00770180	0.00046707	0.14719428	-0.52163904	0.04411528	-0.00196431	0.73774999
0.04454032	7.89675960	7.10331620	2.53568510	0.29684965	1.03476150	0.15566780	0.17979652	0.29277967	-0.31132170	-0.00878721	0.00056368	0.14556543	-0.54770951	0.05297553	-0.00352824	0.68816943
0.04881103	8.65393450	7.60527630	2.63483550	0.33027866	1.07487380	0.16066442	0.18600154	0.28512214	-0.36149787	-0.00977724	0.00066376	0.14460451	-0.54572739	0.06189345	-0.00574405	0.63798715
0.05322338	9.43622090	8.08477730	2.71633240	0.36398679	1.11220870	0.16512105	0.19094726	0.27867352	-0.41113022	-0.01064449	0.00076471	0.14388408	-0.51538573	0.07061318	-0.00868289	0.58834767
0.05777437	10.24308500	8.53984560	2.78143320	0.39777295	1.14694160	0.16896390	0.19473259	0.27297891	-0.45926768	-0.01137598	0.00086424	0.14307953	-0.45882855	0.07892001	-0.01236561	0.54020175
0.06246109	11.07401700	8.96937160	2.83165990	0.43145012	1.17920500	0.17218223	0.19746912	0.26768148	-0.50518116	-0.01197269	0.00096061	0.14198231	-0.37995099	0.08665034	-0.01675394	0.49427863
0.06728080	11.92852500	9.37298980	2.86865400	0.46484529	1.20910020	0.17480023	0.19927245	0.26253977	-0.54836263	-0.01244675	0.00105269	0.14048630	-0.28364339	0.09369344	-0.02174869	0.45108523
